artist_name,end_time,ms_played,track_name,track_id
Jack Harlow,21/09/2021 13:01,255051,WARSAW (feat. 2forwOyNE),2ihL1KGMA0geIqGT5pkZzo
Jack Harlow,21/09/2021 13:02,39213,WARSAW (feat. 2forwOyNE),2ihL1KGMA0geIqGT5pkZzo
jetsonmade,21/09/2021 13:04,116546,I WANNA SEE SOME ASS (feat. jetsonmade),5Rv9grENo0PwMFd3ZCT3Zp
Jack Harlow,21/09/2021 13:08,214000,21C/Delta,54FJWt8YIA1IHjmUxuDxwi
Jack Harlow,21/09/2021 13:08,660,21C/Delta,54FJWt8YIA1IHjmUxuDxwi
Jack Harlow,21/09/2021 13:08,8510,Route 66 (feat. EST Gee),5faz5WYRJdRDiCa42DSgHR
Jack Harlow,21/09/2021 13:11,144460,Route 66 (feat. EST Gee),5faz5WYRJdRDiCa42DSgHR
Jack Harlow,21/09/2021 13:18,184530,Route 66 (feat. EST Gee),5faz5WYRJdRDiCa42DSgHR
Jack Harlow,21/09/2021 13:22,49193,Route 66 (feat. EST Gee),5faz5WYRJdRDiCa42DSgHR
Jack Harlow,21/09/2021 13:24,128409,THRU THE NIGHT (feat. Bryson Tiller),1AgSUWSzmza5jF6ER5R68v
Jack Harlow,21/09/2021 13:26,140996,GHOST,70whMGrt6rwbkPlXGNtTBw
G-Eazy,21/09/2021 13:29,178216,Moana,1Tfxi7N3DW4zvAuVjt9g8X
Saweetie,21/09/2021 13:33,253568,"Tap In (feat. Post Malone, DaBaby & Jack Harlow)",5woaU1FNkqCwg6WzWiQPW5
Jack Harlow,21/09/2021 13:37,151469,Face Of My City (feat. Lil Baby),6MDdceLYec4AxohmorE4vH
Lil Nas X,21/09/2021 13:41,212000,INDUSTRY BABY (feat. Jack Harlow),27NovPIUIRrOZoCHxABJwK
Jack Harlow,21/09/2021 13:46,142945,2STYLISH,0qoxr5PUFbDqGLHIpEnWAr
Jack Harlow,21/09/2021 13:48,157675,SUVs (Black on Black),1MIGkQxcdAt2lDx6ySpsc5
Jack Harlow,21/09/2021 13:51,190962,ROTTEN (feat. EST Gee),15jg4vt123axobdGleLugn
Jack Harlow,21/09/2021 13:53,113287,Rendezvous,6SdQfCiVae1EXK1pQ6b92o
Jack Harlow,21/09/2021 13:55,102439,RIVER ROAD,5YsP03BXEcu4PoJygpZsnW
Jack Harlow,21/09/2021 13:55,4960,ROTTEN (feat. EST Gee),15jg4vt123axobdGleLugn
Jack Harlow,21/09/2021 13:55,3750,Rendezvous,6SdQfCiVae1EXK1pQ6b92o
Jack Harlow,21/09/2021 13:59,255058,RIVER ROAD,5YsP03BXEcu4PoJygpZsnW
Jack Harlow,21/09/2021 14:04,184109,SLIDE FOR ME,2qQaKDFsY2GuYUandZdgiC
Jack Harlow,21/09/2021 14:06,125217,SUNDOWN,0ipgd8PPFza3NNmN3Rn2uF
Jack Harlow,21/09/2021 14:08,156531,Creme,3DR7shAbkNyqgZjYnHZLh2
Jack Harlow,21/09/2021 14:09,58803,Already Best Friends (feat. Chris Brown),4RKJRRd4VJfZWiqQTYsleE
6LACK,21/09/2021 16:24,137508,Loaded Gun,1wb7Mqon4o1ViLjaLV9f8U
6LACK,21/09/2021 16:24,1602,Disconnect,5dgkSJAuFXZnwz7OAFUnIk
6LACK,21/09/2021 16:24,3877,Sorry,2xRyZfWe9bnRfH1ZfhYO98
6LACK,21/09/2021 16:26,464,Balenciaga Challenge (feat. Offset),6Zisja44KqMZj4GM4UY6Yv
6LACK,21/09/2021 16:26,122531,East Atlanta Love Letter (feat. Future),6rJmWa5DvQ3Nby3tdcX2L0
6LACK,21/09/2021 16:26,1671,Thugger’s Interlude,7FpP1wsVrrdrmZ5JTZQgDA
6LACK,21/09/2021 16:30,240341,Pretty Little Fears (feat. J. Cole),4at3d5QWnlibMVN75ECDrp
6LACK,21/09/2021 16:34,250001,Seasons (feat. Khalid),1AROE0XcC4ySCxXF65mutZ
6LACK,21/09/2021 16:37,183265,Nonchalant,7c3K8ifIoaVZ2MSUuGo0Co
6LACK,21/09/2021 16:41,207071,Switch,29ZZAShKhwRUuKULSNtxX6
6LACK,21/09/2021 16:48,288627,Stan,1mggAh6xgnKUT6ukw3AU9A
Baby Keem,21/09/2021 16:51,168758,first order of business,4d6z0mKVcnhE5x0YWvTexh
Baby Keem,21/09/2021 16:57,316733,range brothers (with Kendrick Lamar),0UTyLmkQgPOEIz95OVAJTR
Kanye West,21/09/2021 17:01,243187,Hurricane,6Hfu9sc7jvv6coyy2LlzBF
Kanye West,21/09/2021 17:05,229146,Bound 2,3sNVsP50132BTNlImLx70i
Migos,21/09/2021 17:09,242407,T-Shirt,7KOlJ92bu51cltsD9KU5I7
J. Cole,21/09/2021 17:13,218801,m y . l i f e (with 21 Savage & Morray),1D3z6HTiQsNmZxjl7F7eoG
Aminé,21/09/2021 17:15,134142,Shimmy,1PlitoLAYkgjm8YIg79ouK
Baby Keem,21/09/2021 17:18,156774,hooligan,02iYJG3KLBJODa5JkQ4O6y
Meek Mill,21/09/2021 17:22,227808,Blue Notes,7Gs3otHnZDq514kFHf0nx7
A$AP Rocky,21/09/2021 17:32,158205,Sundress,2aPTvyE09vUCRwVvj0I8WK
JID,21/09/2021 17:36,213357,Off Deez (with J. Cole),3JAeYOjyJodI4PRs44lx2l
Tom Misch,21/09/2021 17:37,49594,Chain Reaction - Quarantine Sessions,5FCKS7cX15Zz6UwmpqKqVR
Baby Keem,23/09/2021 17:36,394,family ties (with Kendrick Lamar),7Bpx2vsWfQFBACRz4h3IqH
J. Cole,23/09/2021 17:38,133021,i n t e r l u d e,08LwMWf5Tcfsd752EPzFV0
Tchami,23/09/2021 17:45,413333,Adieu,62OQBLpD3TmkqbtTPqqdRt
Kendrick Lamar,23/09/2021 18:11,178570,DNA.,6HZILIRieu8S0iqY8kIKhj
Jack Harlow,23/09/2021 18:13,153360,Route 66 (feat. EST Gee),5faz5WYRJdRDiCa42DSgHR
Polo G,23/09/2021 18:16,204000,Heartless (feat. Mustard),2iP3unJbxZvRuqyrS0ocZy
Polo G,23/09/2021 18:19,171441,Beautiful Pain (Losin My Mind),4SIB2yxKoFOrbkjA4zfQbB
Baby Keem,23/09/2021 18:22,11121,range brothers (with Kendrick Lamar),0UTyLmkQgPOEIz95OVAJTR
Baby Keem,23/09/2021 18:22,168758,first order of business,4d6z0mKVcnhE5x0YWvTexh
Tom Misch,23/09/2021 18:27,267525,Chain Reaction - Quarantine Sessions,5FCKS7cX15Zz6UwmpqKqVR
Chet Faker,23/09/2021 18:31,222066,The Trouble With Us,3InG9qXfDFKfDrzzUJh6tD
Lionel Richie,23/09/2021 18:35,258666,All Night Long (All Night) - Single Version,4czNORk5MjW5WOn98bki32
Billie Eilish,23/09/2021 18:38,196077,when the party's over,43zdsphuZLzwA9k4DJhU0I
Kanye West,23/09/2021 18:41,156091,Moon,7CC6UbCs4iGsePSzFxYxNn
Kanye West,23/09/2021 18:44,178061,No Child Left Behind,3hd6zLhnTlbJ8PupYt3cAI
Hermitude,23/09/2021 18:48,227253,OneFourThree (feat. Buddy & BJ The Chicago Kid),7kgKHe6ZxLEg83y4LiQvB5
Bobby Raps,23/09/2021 18:50,175448,Believe the Lie,5Ez1Qv0zcQnIpbbQ2JfBfL
ScHoolboy Q,23/09/2021 18:55,272453,Hell Of A Night,5DOR49R0fehoBmyNL8m4sN
ATM Curly,23/09/2021 18:59,246256,Ride With Me,2foDaqiGEPFeYN2ecxLHZU
Mura Masa,23/09/2021 19:03,207693,1 Night (feat. Charli XCX),06XuHBFQejxy9jhNBaHEwx
"Tyler, The Creator",23/09/2021 19:06,180386,See You Again (feat. Kali Uchis),7KA4W4McWYRpgf0fWsJZWB
Juice WRLD,23/09/2021 19:09,194621,Wishing Well,2U5WueTLIK5WJLD7mvDODv
Kanye West,23/09/2021 19:09,5967,Can't Tell Me Nothing,2MIBAmYwiuGoKUlpq9B9sZ
DaBaby,23/09/2021 19:09,7278,Suge,2gwkD6igEhQbDQegRCcdoB
Joey Bada$$,23/09/2021 19:09,3088,DEVASTATED,4PnNzWe1LJoAMD5j5RHpI0
Calvin Harris,23/09/2021 19:09,6013,Merrymaking at My Place,38orAaD0ZcoVXKYokVeLND
RÜFÜS DU SOL,23/09/2021 19:09,1509,You Were Right,5HGxLtYxTriF7mMiriSpaz
Migos,23/09/2021 19:13,1904,T-Shirt,7KOlJ92bu51cltsD9KU5I7
Franc Moody,23/09/2021 19:13,4862,Dopamine,4sFyLyuJOUVMDcaSg1oHEa
Collarbones,23/09/2021 19:13,2368,Turning - Flume Remix,4s1n6O2Xmbn4Nq8wZe5iRg
Mura Masa,23/09/2021 19:13,195466,What If I Go? (feat. Bonzai),2tHfNQnj50VoMZga2rpfdA
Octavian,23/09/2021 19:13,7685,Bet (feat. Skepta & Michael Phantom),3JrYkRVUNq5QLUgVJMCLYz
Calvin Harris,23/09/2021 19:13,2159,Feel So Close - Radio Edit,1gihuPhrLraKYrJMAEONyc
Stromae,23/09/2021 19:13,3622,Alors on danse - Radio Edit,2GYHyAoLWpkxLVa4oYTVko
Chilly Gonzales,23/09/2021 19:17,4767,You Can Dance,7mlBwnKsERffDmGskjn2PD
Kanye West,23/09/2021 19:17,2275,On God,2SasoXZyv82yYgHiVOvxQn
Kanye West,23/09/2021 19:17,11586,Lost In The World,2Im64pIz6m0EJKdUe6eZ8r
Kanye West,23/09/2021 19:17,238333,Amazing,0m3Ze0cy8qBHSsV2exAfCw
Lil Uzi Vert,23/09/2021 19:20,188800,Venetia,3BYIzNZ3t9lRQCACXSMLrT
Pusha T,23/09/2021 19:24,195733,Hard Piano,3HgA5R5alihocnOYE9ihpS
Flume,23/09/2021 19:28,233337,Never Be Like You,476j7IDRIDRvv1Xu71EVc8
Garden City Movement,23/09/2021 19:31,201293,Terracotta,6UEsGxrMAXC0tOtYlrLHvZ
Kendrick Lamar,23/09/2021 19:35,260468,The Blacker The Berry,5Mtt6tZSZA9cXTHGSGpyh0
Jack Harlow,23/09/2021 19:38,156497,Tyler Herro,4DuUwzP4ALMqpquHU0ltAB
J. Cole,23/09/2021 19:42,276093,Rich Niggaz,6lKCaafKm88sVfYz2u7S4B
JAY-Z,23/09/2021 19:46,219333,Ni**as In Paris,4Li2WHPkuyCdtmokzW2007
Sampha,23/09/2021 19:51,316187,Plastic 100°C,0ah6qyhi2jlBP6D7JLxZrt
Daft Punk,23/09/2021 19:59,429533,Around the World,1pKYYY0dkg23sQQXi0Q5zN
Daft Punk,23/09/2021 20:02,224693,"Harder, Better, Faster, Stronger",5W3cjX2J3tjhG8zb6u0qHn
KUČKA,23/09/2021 20:12,199123,Drowning,7gw6R8syjMYMkcdLNubFPu
Jack Harlow,24/09/2021 12:26,8830,SLIDE FOR ME,2qQaKDFsY2GuYUandZdgiC
Jack Harlow,24/09/2021 12:26,4850,RIVER ROAD,5YsP03BXEcu4PoJygpZsnW
Jack Harlow,24/09/2021 12:26,34900,WARSAW (feat. 2forwOyNE),2ihL1KGMA0geIqGT5pkZzo
Jack Harlow,24/09/2021 12:26,5900,Rendezvous,6SdQfCiVae1EXK1pQ6b92o
Jack Harlow,24/09/2021 12:26,14600,SUNDOWN,0ipgd8PPFza3NNmN3Rn2uF
Cordae,24/09/2021 12:27,7340,Old niggas,4UoB59D0giPmZaPlGQVYpw
Jack Harlow,24/09/2021 12:27,8090,ROTTEN (feat. EST Gee),15jg4vt123axobdGleLugn
Cordae,24/09/2021 12:27,17290,Kung Fu,3CArFtrkJzWkxgjmX7ki9N
Aminé,24/09/2021 12:37,134142,Shimmy,1PlitoLAYkgjm8YIg79ouK
A$AP Ferg,24/09/2021 12:40,10982,Plain Jane,4dVpf9jZjcORqGTLUaeYj9
Aminé,24/09/2021 12:40,1740,Burden,315erlcEdp5JqHqQQLQTiD
Aminé,24/09/2021 12:40,218934,Mama,5Ze85vOLSjJMABOk1hHTlG
Aminé,24/09/2021 12:40,760,Mama,5Ze85vOLSjJMABOk1hHTlG
Aminé,24/09/2021 12:43,160236,Can’t Decide,7xEVy3xCkmRSbYavgefnsI
Aminé,24/09/2021 12:46,169706,REDMERCEDES,4X70hLzIDfY5T2BcsOcv6Q
Aminé,24/09/2021 12:48,135013,Campfire,4U5ovGD4My7MOISvUEtYaf
Aminé,24/09/2021 12:51,138993,"Pressure In My Palms (feat. slowthai, Vince Staples)",2nWB8ZpA1lxulicEUzTQ6W
Aminé,26/09/2021 22:35,40298,Yellow,4Hj5yNHgu2dyrnzRQN7Gld
Aminé,26/09/2021 22:36,85674,Caroline,5hTpBe8h35rJ67eAWHQsJx
Aminé,26/09/2021 23:14,165056,Hero,7yQ2NWAIeDcIEauyVG5lck
Drake,27/09/2021 4:21,48533,Jumpman,27GmP9AWRs744SzKcpJsTZ
J Balvin,28/09/2021 19:36,9408,Qué Más Pues?,2dNpHxsBywRtUdorLcz8nS
Disclosure,30/09/2021 22:46,4671,Observer Effect - DJ-Kicks,2bJI1RpSdjVhTdtcwdP7IN
Like Mike,30/09/2021 22:46,61610,Silence (feat. Lil Baby),2n5qksgDFoBcVs2oIhTusG
RÜFÜS DU SOL,30/09/2021 22:50,261001,On My Knees,7ABUiQBM8cjktnp6QLTTaT
Mac Miller,30/09/2021 22:51,48301,Colors and Shapes,3o6d1KG4HJGWNCP08frPM8
Baby Keem,30/09/2021 23:33,168758,first order of business,4d6z0mKVcnhE5x0YWvTexh
Baby Keem,30/09/2021 23:38,316733,range brothers (with Kendrick Lamar),0UTyLmkQgPOEIz95OVAJTR
Tom Misch,30/09/2021 23:43,267525,Chain Reaction - Quarantine Sessions,5FCKS7cX15Zz6UwmpqKqVR
Chet Faker,30/09/2021 23:46,222066,The Trouble With Us,3InG9qXfDFKfDrzzUJh6tD
Lionel Richie,30/09/2021 23:47,27856,All Night Long (All Night) - Single Version,4czNORk5MjW5WOn98bki32
Gorillaz,01/10/2021 12:35,210880,19-2000,71koAFCnGnugRdGIDfS7f4
Mac Miller,01/10/2021 12:45,294485,Colors and Shapes,3o6d1KG4HJGWNCP08frPM8
Kanye West,01/10/2021 12:49,243187,Hurricane,6Hfu9sc7jvv6coyy2LlzBF
KSI,01/10/2021 12:56,661,The Moment,4g6zpIxbj9jb8ewGrV1kCE
Kanye West,01/10/2021 12:56,1216,Bound 2,3sNVsP50132BTNlImLx70i
Frank Ocean,01/10/2021 12:56,661,Nights,7eqoqGkKwgOaWNNHx90uEZ
Baby Keem,01/10/2021 12:56,3669,family ties (with Kendrick Lamar),7Bpx2vsWfQFBACRz4h3IqH
Route 94,01/10/2021 12:56,1322,My Love (feat. Jess Glynne),61UQzeiIluhpzpMdY4ag3q
RÜFÜS DU SOL,01/10/2021 12:56,768,Next to Me,46haIwbQpVUkpAQj9V84Gp
Kanye West,01/10/2021 12:56,393432,Jesus Lord,1LwdWIbfuqlOo8vlHxkyna
Kanye West,01/10/2021 12:56,4031,Hold My Liquor,5nIu0VwPOsjkF61zfevLKh
Kanye West,01/10/2021 12:56,1322,Blood On The Leaves,42GcjriRK6srwHkfbkBqVl
Frank Ocean,01/10/2021 13:01,307151,Nights,7eqoqGkKwgOaWNNHx90uEZ
KSI,01/10/2021 13:04,162840,The Moment,4g6zpIxbj9jb8ewGrV1kCE
Tchami,01/10/2021 14:01,413305,Adieu,62OQBLpD3TmkqbtTPqqdRt
Doja Cat,01/10/2021 14:04,186173,You Right,0k4d5YPDr1r7FX77VdqWez
"Tyler, The Creator",01/10/2021 14:07,180386,See You Again (feat. Kali Uchis),7KA4W4McWYRpgf0fWsJZWB
Kanye West,01/10/2021 14:09,130293,Pt. 2,1Wsbr1d2BouNGk2q92mIj7
Kendrick Lamar,01/10/2021 14:09,14831,i,3ODXRUPL44f04cCacwiCLC
Kanye West,01/10/2021 14:13,226652,Praise God,0WSEq9Ko4kFPt8yo3ICd6T
Kanye West,01/10/2021 16:00,247337,Hurricane,6Hfu9sc7jvv6coyy2LlzBF
KIDS SEE GHOSTS,01/10/2021 17:18,273112,Reborn,4RVbK6cV0VqWdpCDcx3hiT
Bobby Raps,01/10/2021 17:41,600,Believe the Lie,5Ez1Qv0zcQnIpbbQ2JfBfL
Stromae,01/10/2021 17:41,950,ave cesaria,66u6ycRUqlrW9C05QJUmSo
Disclosure,01/10/2021 17:41,790,You & Me - Flume Remix,3W2ZcrRsInZbjWylOi6KhZ
Gorillaz,01/10/2021 17:41,1570,Feel Good Inc.,0d28khcov6AiegSCpG5TuT
Baby Keem,01/10/2021 17:41,245620,range brothers (with Kendrick Lamar),0UTyLmkQgPOEIz95OVAJTR
Disclosure,01/10/2021 17:41,950,Jaded,6c4T1Dz9hwK5xat7eh3g8o
Kanye West,01/10/2021 17:41,780,Come to Life,5xvXeuxISyXJDRbZZf4uzd
RÜFÜS DU SOL,01/10/2021 17:41,880,Next to Me,46haIwbQpVUkpAQj9V84Gp
Lil Wayne,01/10/2021 17:41,910,Mona Lisa (feat. Kendrick Lamar),0dbTQYW3Ad1FTzIA9t90E8
Chance the Rapper,01/10/2021 17:41,750,Paranoia,6Oe5tmI1bfguCp6dKHbSj6
Aminé,01/10/2021 17:41,6010,Riri,1VjNQAm7bG3MLIC5Cwb508
J. Cole,01/10/2021 17:41,1570,i n t e r l u d e,08LwMWf5Tcfsd752EPzFV0
A$AP Rocky,01/10/2021 17:41,880,Praise The Lord (Da Shine) (feat. Skepta),7ycWLEP1GsNjVvcjawXz3z
A$AP Rocky,01/10/2021 17:41,1370,Fukk Sleep (feat. FKA twigs),1AqemxWsT0iGg5Lvkm16Bt
Stormzy,01/10/2021 17:41,1520,Vossi Bop,5DXKtoZLm31msT7tNGNHLG
Mac Miller,01/10/2021 17:42,840,What's the Use?,2dgrYdgguVZKeCsrVb9XEs
Lil Nas X,01/10/2021 17:42,1210,C7osure (You Like),4no0eHn4fEB7tN1yZSXMma
Flume,01/10/2021 17:42,2570,Smoke & Retribution,6q21cZEUoRayXMVf5JDlSD
Internet Money,01/10/2021 17:42,2180,Lemonade,7hxHWCCAIIxFLCzvDgnQHX
Cool Company,01/10/2021 17:42,1210,Bust It Open,1AW0ZYsdlWXkNXeuMDqM1C
Meek Mill,01/10/2021 17:46,530,Blue Notes,7Gs3otHnZDq514kFHf0nx7
J. Cole,01/10/2021 17:46,283250,No Role Modelz,62vpWI1CHwFy7tMIcSStl8
The Weeknd,01/10/2021 17:46,1000,After Hours,2p8IUWQDrpjuFltbdgLOag
Meek Mill,01/10/2021 17:50,227808,Blue Notes,7Gs3otHnZDq514kFHf0nx7
The Weeknd,01/10/2021 18:38,296711,After Hours,2p8IUWQDrpjuFltbdgLOag
The Weeknd,02/10/2021 17:57,322010,After Hours,2p8IUWQDrpjuFltbdgLOag
A$AP Rocky,02/10/2021 20:54,158205,Sundress,2aPTvyE09vUCRwVvj0I8WK
Flume,02/10/2021 20:57,193732,Jewel,7cPO2IPraPDlGIguekShlV
ScHoolboy Q,02/10/2021 23:34,32631,CrasH,6BKAKoo7J2vwJGZJs5dhGD
J. Cole,02/10/2021 23:34,1220,MIDDLE CHILD,2JvzF1RMd7lE3KmFlsyZD8
A Boogie Wit da Hoodie,02/10/2021 23:38,198053,Skeezers,2A4vCndSkZ3jd5nfh3a8gc
Garden City Movement,02/10/2021 23:41,201293,Terracotta,6UEsGxrMAXC0tOtYlrLHvZ
Dreamville,02/10/2021 23:44,202040,Under The Sun (with J. Cole & Lute feat. DaBaby),6MF4tRr5lU8qok8IKaFOBE
Kanye West,02/10/2021 23:44,7553,So Appalled,6K07Ahf6V7CAQn0ikrOztl
Baby Keem,02/10/2021 23:50,316733,range brothers (with Kendrick Lamar),0UTyLmkQgPOEIz95OVAJTR
Kanye West,02/10/2021 23:55,6190,Moon,7CC6UbCs4iGsePSzFxYxNn
Kanye West,02/10/2021 23:55,326946,Hold My Liquor,5nIu0VwPOsjkF61zfevLKh
Kanye West,02/10/2021 23:59,243187,Hurricane,6Hfu9sc7jvv6coyy2LlzBF
A Boogie Wit da Hoodie,03/10/2021 0:03,189486,Swervin (feat. 6ix9ine),1wJRveJZLSb1rjhnUHQiv6
Frank Ocean,03/10/2021 0:08,307151,Nights,7eqoqGkKwgOaWNNHx90uEZ
Petit Biscuit,03/10/2021 0:11,222893,Parachute,2XZn85D188f2bGdV3zmmrF
Amber Mark,03/10/2021 0:15,186202,Lose My Cool - Couros Remix,5SfNtcZeacegF9JSuqe8HQ
Lil Uzi Vert,03/10/2021 0:18,182706,XO Tour Llif3,7GX5flRQZVHRAGd6B4TmDO
A Boogie Wit da Hoodie,03/10/2021 0:21,179449,Look Back at It,3Ol2xnObFdKV9pmRD2t9x8
Kanye West,03/10/2021 0:27,358621,Pure Souls,5aqUqSq0SqGBAqEn27PEzc
JID,03/10/2021 0:30,213357,Off Deez (with J. Cole),3JAeYOjyJodI4PRs44lx2l
Kid Cudi,03/10/2021 0:34,212040,Lord I Know,7f2voPcnDEAzX4yB8SLnU2
Childish Gambino,03/10/2021 0:37,180675,IV. Sweatpants,00GOPLxW4PGQuUYdPJh8K1
Bas,03/10/2021 0:40,194226,Night Job,5q5MyfXey3ms6IyT6TYf5L
Kanye West,03/10/2021 0:46,371150,Runaway,3DK6m7It6Pw857FcQftMds
Kendrick Lamar,03/10/2021 0:46,870,DNA.,6HZILIRieu8S0iqY8kIKhj
The Blaze,03/10/2021 0:46,960,Queens,6EjTmLZVdDfp66yawG1CDb
Jasmin Moallem,03/10/2021 0:46,2040,מסיבה,6wp8MFCXy2U6hAoLGnlxJn
MadeinTYO,03/10/2021 0:46,1590,Skateboard P (feat. Big Sean),72UCHNyJcymw81x0AKevho
Kid Cudi,03/10/2021 0:52,325413,The Void,2yg7MXp8nSPaf61HVkhEr3
Jack Harlow,03/10/2021 0:54,153360,Route 66 (feat. EST Gee),5faz5WYRJdRDiCa42DSgHR
Stormzy,03/10/2021 0:57,179564,Shut Up,2LPUvD5DDOO4UYGkWgjI2C
Daft Punk,03/10/2021 0:59,105931,Around the World,1pKYYY0dkg23sQQXi0Q5zN
Mura Masa,03/10/2021 1:00,31600,All Around The World (feat. Desiigner),4x8874idDYp8yxgKsyb4xG
Mura Masa,03/10/2021 3:50,1270,All Around The World (feat. Desiigner),4x8874idDYp8yxgKsyb4xG
Tom Misch,03/10/2021 3:50,1190,Beautiful Escape,5MChi9fdCbTIWDJPPUuuW6
Daft Punk,03/10/2021 3:50,3220,One More Time,0DiWol3AO6WpXZgp0goxAV
Lionel Richie,03/10/2021 3:54,258666,All Night Long (All Night) - Single Version,4czNORk5MjW5WOn98bki32
Billie Eilish,03/10/2021 3:58,196077,when the party's over,43zdsphuZLzwA9k4DJhU0I
Tom Misch,03/10/2021 4:02,267525,Chain Reaction - Quarantine Sessions,5FCKS7cX15Zz6UwmpqKqVR
Anderson .Paak,03/10/2021 4:05,169726,Come Down,276zciJ7Fg7Jk6Ta6QuLkp
Kid Cudi,03/10/2021 4:08,199786,Another Day,6myUpr3GDR80Dg3zqNTmmG
SBTRKT,03/10/2021 4:12,206600,Hold On,47GsUibP7RiUL7SQ7YFfhu
KIDS SEE GHOSTS,03/10/2021 4:17,324674,Reborn,4RVbK6cV0VqWdpCDcx3hiT
Kanye West,03/10/2021 4:20,178061,No Child Left Behind,3hd6zLhnTlbJ8PupYt3cAI
Kanye West,03/10/2021 4:25,310393,Come to Life,5xvXeuxISyXJDRbZZf4uzd
Kanye West,03/10/2021 4:35,196408,Hurricane,6Hfu9sc7jvv6coyy2LlzBF
Kanye West,03/10/2021 20:52,34133,Hurricane,6Hfu9sc7jvv6coyy2LlzBF
Lionel Richie,03/10/2021 20:53,48831,All Night Long (All Night) - Single Version,4czNORk5MjW5WOn98bki32
Tchami,03/10/2021 21:00,413333,Adieu,62OQBLpD3TmkqbtTPqqdRt
Flume,03/10/2021 21:02,134830,Smoke & Retribution,6q21cZEUoRayXMVf5JDlSD
J. Cole,04/10/2021 14:27,19242,a m a r i,2cnKST6T9qUo2i907lm8zX
Jack Harlow,04/10/2021 14:28,25237,Route 66 (feat. EST Gee),5faz5WYRJdRDiCa42DSgHR
Baby Keem,04/10/2021 14:29,35263,family ties (with Kendrick Lamar),7Bpx2vsWfQFBACRz4h3IqH
Baby Keem,04/10/2021 14:30,50666,range brothers (with Kendrick Lamar),0UTyLmkQgPOEIz95OVAJTR
Kanye West,04/10/2021 14:34,243187,Hurricane,6Hfu9sc7jvv6coyy2LlzBF
Chance the Rapper,04/10/2021 14:34,7533,Paranoia,6Oe5tmI1bfguCp6dKHbSj6
Jaden,04/10/2021 14:34,746,Icon,22nyEAEM29tcBRhukR089b
Aminé,04/10/2021 14:37,189456,My Reality,0Q9HulJie8Hxe2mx1q4nCy
Baby Keem,04/10/2021 14:41,2235,range brothers (with Kendrick Lamar),0UTyLmkQgPOEIz95OVAJTR
Billie Eilish,04/10/2021 14:42,50816,when the party's over,43zdsphuZLzwA9k4DJhU0I
Kanye West,04/10/2021 14:45,226652,Praise God,0WSEq9Ko4kFPt8yo3ICd6T
Kanye West,04/10/2021 14:51,326946,Hold My Liquor,5nIu0VwPOsjkF61zfevLKh
Famous Dex,04/10/2021 14:51,5443,JAPAN,5PTG6rrL6EPFD9E2QMI2pl
Sampha,04/10/2021 14:56,316187,Plastic 100°C,0ah6qyhi2jlBP6D7JLxZrt
Kanye West,04/10/2021 14:59,144624,Gorgeous,23SZWX2IaDnxmhFsSLvkG2
Kanye West,04/10/2021 15:00,2442,Praise God,0WSEq9Ko4kFPt8yo3ICd6T
Bas,04/10/2021 15:03,194226,Night Job,5q5MyfXey3ms6IyT6TYf5L
Childish Gambino,04/10/2021 15:07,252013,Sober,5NhlpQ6BOIz3S5welptk1W
"Earth, Wind & Fire",04/10/2021 15:11,215093,September,2grjqo0Frpf2okIBiifQKs
Kendrick Lamar,04/10/2021 15:17,386906,Money Trees,74tLlkN3rgVzRqQJgPfink
J. Cole,04/10/2021 15:21,213593,MIDDLE CHILD,2JvzF1RMd7lE3KmFlsyZD8
Anderson .Paak,04/10/2021 15:24,169726,Come Down,276zciJ7Fg7Jk6Ta6QuLkp
Joey Bada$$,04/10/2021 15:28,244197,TEMPTATION,3gJDgenxLephg09x86IxPs
Kanye West,04/10/2021 15:33,310393,Come to Life,5xvXeuxISyXJDRbZZf4uzd
Kendrick Lamar,04/10/2021 15:37,219333,Alright,3iVcZ5G6tvkXZkZKlMpIUs
Gorillaz,04/10/2021 15:40,222640,Feel Good Inc.,0d28khcov6AiegSCpG5TuT
Kanye West,04/10/2021 15:49,547733,Runaway,3DK6m7It6Pw857FcQftMds
Jack Harlow,04/10/2021 15:52,139741,WHATS POPPIN,1jaTQ3nqY3oAAYyCTbIvnM
Cordae,04/10/2021 15:55,199680,Kung Fu,3CArFtrkJzWkxgjmX7ki9N
Marcus Marr,04/10/2021 16:04,537500,The Music,5A1KkiUWn3f4RhbmPNaTfc
Doja Cat,04/10/2021 16:07,186173,You Right,0k4d5YPDr1r7FX77VdqWez
Pusha T,04/10/2021 16:10,195733,Hard Piano,3HgA5R5alihocnOYE9ihpS
Sylvan LaCue,04/10/2021 16:14,239962,5:55,2auDZRtwblDyalfrnJrEKI
Playboi Carti,04/10/2021 16:17,181812,Magnolia,1e1JKLEDKP7hEQzJfNAgPl
Cordae,04/10/2021 16:20,175827,RNP (feat. Anderson .Paak),5lw8Mgb4LyhriPIC86gV6e
Hermitude,04/10/2021 16:21,13655,OneFourThree (feat. Buddy & BJ The Chicago Kid),7kgKHe6ZxLEg83y4LiQvB5
Flume,05/10/2021 15:46,950,Jewel,7cPO2IPraPDlGIguekShlV
Drake,05/10/2021 15:46,1300,Over,3yaYgjEFkRw3PVjW9mV1TO
Kanye West,05/10/2021 15:46,870,Gorgeous,23SZWX2IaDnxmhFsSLvkG2
