,artist,song_name,song_id,energy,liveness,tempo,speechiness,acousticness,instrumentalness,danceability,duration_ms,loudness,valence,mode,key,popularity,release_date,artist_id
2086,Jayy Grams,Hood Tales,3liTM2D6DAQbwH0w9AefTD,0.624,0.266,95.051,0.391,0.152,0.0,0.796,142105,-10.118,0.69,0,8,21,2020-04-17,6q8DZBLBYqEUdKZl54sqGd
2087,Jayy Grams,Roses,2RmN7Z9hvEX6CuznyS5xpn,0.745,0.944,81.876,0.308,0.199,0.0,0.58,175319,-9.266,0.796,1,1,16,2020-04-17,6q8DZBLBYqEUdKZl54sqGd
2138,Wiz Khalifa,The Thrill,4wqzOaLxiCRy2Et8tRyNSX,0.775,0.108,126.984,0.108,0.277,0.0,0.817,234334,-4.767,0.806,0,10,80,2020-11-11,137W8MRPWKqSmrBGDBFSop
2139,Aaron May,Let Go,1NCWXbUyF88ee30OMAe7dO,0.498,0.146,110.017,0.0622,0.046,0.0,0.87,176532,-8.339,0.692,0,9,75,2019-02-28,2rwALQ1SXdfUWPUd6WOfYS
2140,A$AP Mob,"Frat Rules (feat. A$AP Rocky, Playboi Carti & Big Sean)",0RyA3o15NOLJYtm9NlDu5c,0.777,0.357,128.09,0.231,0.181,0.0,0.635,218947,-6.018,0.177,1,1,68,2017-08-25,7yO4IdJjCEPz7YgZMe25iS
2141,Femdot,94 Camry Music,4WqbpRNAcjRq256ExCTR59,0.641,0.13,87.374,0.328,0.269,0.0,0.688,221000,-6.433,0.549,1,1,61,2019-10-01,7aGhkUVp7V3klWfTFe7AHS
2142,Sam Silver,New Beginnings,6PbYQsWvqBv5x8sYbjzcC5,0.659,0.273,119.989,0.447,0.211,0.0,0.561,221000,-8.774,0.47,1,2,50,2020-09-25,1hhCo32XBkw8H0iqTSnkx0
2143,Dominic Fike,Phone Numbers,3f9Mzvd3URfbbIJBX4pz9Z,0.539,0.0805,85.008,0.208,0.239,0.0,0.884,146827,-6.389,0.776,0,1,73,2019-07-04,6USv9qhCn6zfxlBQIYJ9qs
2144,Jimmy the Human,Magic Marker,5BIrgIwVrpIQd25BsG1ssv,0.716,0.0996,87.268,0.433,0.543,2.67e-06,0.579,231547,-6.428,0.42,1,8,48,2019-01-01,7FNq7KypqSHxVpheIT3meB
2145,Son Kuma,Indica,4FYLG933mzDRSvdBZmN1aX,0.493,0.0821,75.979,0.334,0.0419,0.0,0.755,215526,-9.811,0.455,0,8,49,2017-12-29,4vaYCwp3AumvPms1yz59i9
2146,PARTYNEXTDOOR,Break from Toronto,79MSEdtXuudhGhC5AtG07g,0.678,0.418,117.066,0.0335,0.0199,0.004,0.596,99213,-5.18,0.259,1,9,81,2013-07-01,2HPaUgqeutzr3jx5a9WyDV
2147,David Wolves,Rapture,2YD9JIchaD9JfWrdSKBQcg,0.749,0.0813,96.989,0.0451,0.0349,5.79e-05,0.68,289485,-4.183,0.064,1,2,47,2020-08-28,0mejDRXAzKjEa0PT239f29
2148,Lil Cobaine,Let It Play,5Z8YgNhAqCmTZObiM59Ods,0.492,0.126,99.985,0.0248,0.0315,0.00303,0.773,115216,-5.254,0.223,0,9,57,2017-08-10,0ILo2K3FmfIh4ICcbHE7RK
2149,LeRoyce,I Got Soul,7qpxOyuSMsEE7fLduKPOu2,0.477,0.202,147.598,0.385,0.0689,0.0,0.57,249704,-10.609,0.185,1,11,51,2017-11-15,02eLls9aGOtRCaIr39nq4X
2150,Blake Anthony,Flawless,5PcdOjxagyHJ0KAm90vOmA,0.413,0.152,105.001,0.123,0.233,0.000212,0.838,259883,-10.295,0.0668,0,9,48,2019-08-25,79GLPoynz70rIoWB4ErgBb
2151,A$AP Twelvyy,Pissy Staircase,33Sm6eEycxZFfL28c2ST7G,0.735,0.279,79.072,0.395,0.0399,0.0,0.513,198276,-6.384,0.555,0,2,54,2020-10-30,0tPjSrb43a58uznKru1k2P
2152,Girl Talk,Fallin',2SIVhXsf9JOKIvKm6FNR6x,0.681,0.101,76.98,0.184,0.0311,0.0,0.819,175563,-7.333,0.14,1,1,45,2020-09-30,6awzBEyEEwWHOjLox1DkLr
2153,SAINt JHN,94 Bentley,691df0fYjhhszUgQH3FGvP,0.558,0.162,112.975,0.0525,0.0792,0.0,0.706,169405,-5.253,0.212,1,7,62,2019-08-23,0H39MdGGX6dbnnQPt6NQkZ
2154,Sainte,Champagne Shots,7dbyaRWWFvB9UG2vcwTd3J,0.441,0.138,135.028,0.469,0.493,0.0,0.942,144000,-11.448,0.925,1,11,75,2021-01-06,3DEdNjxF3ea9taOMCXouZ6
2155,D33J,Next Day,79qar07KGEDHBHGZBbsGDh,0.588,0.196,89.865,0.0646,0.339,0.0,0.737,158921,-7.261,0.301,1,1,39,2020-09-25,6DIUUnQRMBTkigLlsAxblR
2182,JAY-Z,Who Gon Stop Me,3R1k8P1MrDdLSRhlTaaWAS,0.73,0.715,133.879,0.159,0.0408,0.000156,0.593,256707,-4.638,0.377,0,0,61,2011-08-08,3nFkdlSjzX9mRTtwJOzDYB
2183,JAY-Z,No Church In The Wild,3Osd3Yf8K73aj4ySn6LrvK,0.75,0.167,92.78,0.105,0.246,0.0178,0.654,272507,-7.509,0.557,0,8,72,2011-08-08,3nFkdlSjzX9mRTtwJOzDYB
2184,JAY-Z,Lift Off,08T26i7SErk6jCDTW7uUFI,0.784,0.165,179.439,0.123,0.188,0.00178,0.404,266253,-7.584,0.289,0,2,59,2011-08-08,3nFkdlSjzX9mRTtwJOzDYB
2216,21 Savage,Mr. Right Now (feat. Drake),4Q34FP1AT7GEl9oLgNtiWj,0.667,0.133,172.08,0.304,0.231,0.0,0.647,193839,-5.563,0.704,1,5,76,2020-10-02,1URnnhqYAYcrqrcwql10ft
2217,Jean Dawson,Triple Double,4QCYm5VF70vcx5Ua15aTSN,0.842,0.684,121.986,0.0611,0.268,0.00408,0.558,222622,-3.883,0.481,1,9,55,2020-10-23,7vNNmjV14SKQzlQAEg0BXP
2218,Brent Faiyaz,Fuck The World (Summer in London),2CzUlaKN1mvb0szagSR3ux,0.281,0.215,74.996,0.184,0.873,0.00335,0.679,236704,-15.506,0.234,0,3,74,2020-02-07,3tlXnStJ1fFhdScmQeLpuG
2219,Danny Brown,Let's Go,5YPMcT7Je01NAqFd3LMlQL,0.849,0.28,102.556,0.0645,0.543,0.0,0.742,149934,-4.825,0.809,0,9,49,2008-07-01,7aA592KWirLsnfb5ulGWvU
2220,SIIMBA SELASSIIE,HOOKED,03bJNm3fR5feebfL9aTPLi,0.341,0.0993,115.026,0.152,0.426,2.13e-06,0.767,242309,-10.332,0.129,0,4,41,2020-03-31,196ebGsn5Q6i5ctZtDgCXK
2221,Marz 1z,Starboy,0q9lTMQkRv7T7ySRsbfvU2,0.546,0.156,140.034,0.193,0.407,0.00289,0.794,137143,-14.709,0.279,1,8,44,2020-08-08,514uwSip4ztjwRRvBzEQFu
2222,Jayy Grams,Smok'n Grams,4kRDKdNS9K7qX49fpnQJkW,0.74,0.604,81.615,0.267,0.228,0.0,0.704,156585,-5.353,0.655,1,1,49,2020-04-17,6q8DZBLBYqEUdKZl54sqGd
2260,Dekel,Ceremony,60upQXmhEBkfpyahcz3xzI,0.626,0.102,134.994,0.0354,0.23,0.886,0.768,583111,-10.174,0.0646,1,0,23,2021-03-22,5QjwI21mbWUU3uiWtjM6Lc
2263,Dekel,Magneto,7JkZzoSGyeImBpwZZEMd5i,0.679,0.0708,141.981,0.0596,0.0253,0.907,0.743,459718,-8.97,0.642,1,0,35,2018-01-22,5QjwI21mbWUU3uiWtjM6Lc
2265,Taylor*,Catfish,7wZ3lL5wiL6Qkhaf2aKtBx,0.491,0.342,91.041,0.366,0.00875,1.95e-06,0.842,169770,-7.404,0.611,0,11,49,2019-11-26,5zcgTnL7jjir7HRsDfGgZM
2269,Don Toliver,Talk No More,0TBI2aZeFxIIsmvKiptYey,0.517,0.19,130.033,0.198,0.401,0.0,0.921,210778,-6.511,0.391,1,5,53,2018-08-02,4Gso3d4CscCijv0lmajZWs
2274,Quentin Miller,Stuck Up.,0YxnbtwxRIm6kV89Ljzg0L,0.579,0.11,135.011,0.112,0.139,1.43e-06,0.935,172444,-7.392,0.339,0,10,47,2020-05-15,6po19E0R9xffrgzrg84TC9
2279,Lil Baby,Get Ugly,20Yz5dzjdTCVjXte9KrJbi,0.414,0.178,148.03,0.223,0.177,0.0,0.681,155832,-6.944,0.0734,0,1,57,2020-02-28,5f7VJjfbwm532GiveGC0ZK
2280,Lil Baby,Heatin Up (feat. Gunna),7KSSdFCBHCfq4KPzz78ghk,0.436,0.0979,129.847,0.364,0.0611,0.0,0.788,177314,-9.435,0.341,1,1,69,2020-02-28,5f7VJjfbwm532GiveGC0ZK
2281,Flipp Dinero,How I Move (feat. Lil Baby),14X1WxiHXdVRJ99cMCBzOE,0.635,0.245,119.954,0.212,0.102,0.0,0.826,224916,-5.181,0.808,0,5,68,2019-11-22,2HUwZ0kumzCSlhFcjFZfpp
2283,Lil Tjay,Gang Gang,036UfY22ma3Qs80k5gafkd,0.489,0.142,130.962,0.381,0.176,0.0,0.834,230840,-11.035,0.554,0,5,59,2021-04-02,6jGMq4yGs7aQzuGsMgVgZR
2284,Lil Tjay,Go Crazy,3yLihVmeyZlulIVvHmJF7N,0.591,0.126,106.105,0.0658,0.0168,0.0,0.69,228000,-10.025,0.234,0,11,58,2021-04-02,6jGMq4yGs7aQzuGsMgVgZR
2285,Lil Tjay,Irregular Love,1zAhyJGJ8xDCqLtUbcuCZf,0.497,0.336,111.929,0.507,0.733,6.84e-06,0.587,138409,-10.454,0.57,1,5,60,2021-04-02,6jGMq4yGs7aQzuGsMgVgZR
2286,Kanye West,Highlights,4qYLPta5HZ36idWiXtqh7B,0.626,0.313,101.971,0.208,0.00572,0.0,0.547,199867,-6.244,0.346,1,2,62,2016-06-10,5K4W6rqBFWDnAN6FQUkS6x
2287,Kanye West,Freestyle 4,6wfzokDylbrJzrJcpnBkcy,0.537,0.0907,126.036,0.095,0.0449,0.0,0.564,123387,-8.381,0.459,0,9,60,2016-06-10,5K4W6rqBFWDnAN6FQUkS6x
2288,Kanye West,I Love Kanye,5CGS4UovzA7ftCJkLVXQju,0.374,0.217,80.326,0.741,0.594,0.0,0.756,44827,-7.966,0.966,1,5,64,2016-06-10,5K4W6rqBFWDnAN6FQUkS6x
2289,Kanye West,Waves,3nAq2hCr1oWsIU54tS98pL,0.586,0.339,96.091,0.0382,0.0528,7.33e-06,0.557,181573,-4.57,0.0681,1,10,75,2016-06-10,5K4W6rqBFWDnAN6FQUkS6x
2291,Kanye West,Real Friends,66Q3fAmSX5eHamgbKa9alP,0.744,0.138,81.396,0.476,0.262,0.000382,0.441,251573,-6.248,0.124,0,6,68,2016-06-10,5K4W6rqBFWDnAN6FQUkS6x
2293,Kanye West,Frank's Track,20r94xA0bsYNLtYSiOE6r3,0.179,0.105,140.687,0.0722,0.976,0.0,0.655,38333,-6.903,0.758,1,11,61,2016-06-10,5K4W6rqBFWDnAN6FQUkS6x
2294,Kanye West,Siiiiiiiiilver Surffffeeeeer Intermission,1ZnA4VYOlYIShuGt60LmCs,0.409,0.11,72.623,0.881,0.982,0.000203,0.788,56560,-11.917,0.925,1,9,55,2016-06-10,5K4W6rqBFWDnAN6FQUkS6x
2295,Kanye West,30 Hours,2CHmgtK8OCL28WtIK96u4N,0.813,0.0886,95.012,0.288,0.0359,0.0,0.823,323303,-6.71,0.373,1,7,65,2016-06-10,5K4W6rqBFWDnAN6FQUkS6x
2296,Kanye West,No More Parties In LA,0zLClc0emc6qUeV1p5nc99,0.921,0.221,93.058,0.303,0.246,0.0,0.508,374413,-1.644,0.681,1,5,72,2016-06-10,5K4W6rqBFWDnAN6FQUkS6x
2297,A Boogie Wit da Hoodie,24 Hours (feat. Lil Durk) [Bonus],4O7FYAjDATiyylfIIAuRNE,0.474,0.118,91.105,0.18,0.334,0.0,0.586,205702,-9.21,0.146,0,2,68,2021-12-10,31W5EY0aAly4Qieq6OFu6I
2298,Paris Texas,CASINO,1YdKiPqNZCZ2bgwy1kPKvo,0.64,0.124,139.998,0.0684,0.126,4.64e-06,0.603,141650,-9.739,0.277,1,9,47,2021-05-14,1SCrMreNPJYSRZIlRe9SUq
2299,Rilès,PICK IT UP,6Dh33vO0kakIh4cdKXTElm,0.721,0.219,85.956,0.267,0.0726,0.0,0.805,98000,-6.654,0.84,1,5,40,2021-05-09,6pdcQa7by8IKuoVXvgknlI
2300,Nicki Minaj,Seeing Green (with Drake & Lil Wayne),1TZv3bujNaYz646eezRE91,0.867,0.38,74.861,0.168,0.0853,0.0,0.573,339506,-2.876,0.231,0,5,72,2021-05-14,0hCNtLu0JehylgoiP8L4Gh
2302,Smino,Rice & Gravy,6kwWXm5ykHYBnY2Dcxc9UZ,0.486,0.133,157.074,0.244,0.139,2.52e-05,0.737,197143,-9.333,0.307,0,6,54,2021-05-18,1ybINI1qPiFbwDXamRtwxD
2333,Definition,Raven,3DSz44pPAfri3xhLvoGLaY,0.822,0.131,122.986,0.0403,0.000213,0.835,0.747,439224,-11.146,0.0622,1,11,29,2021-02-05,7KT19dObRj1T5OgnyQFm4C
2334,Joep Mencke,Asiri,1yEdBVQAYU2hxEll4nG3qF,0.659,0.11,117.003,0.0516,0.0273,0.857,0.741,578930,-12.271,0.196,0,11,44,2019-05-03,0GapyFJVUjxdA2a4NlnhRm
2335,Cubicolor,Fictionalise - Anjunadeep 08 Mix,5CRUheuZVSxl0YxDvlLimM,0.437,0.189,114.996,0.0439,0.105,0.0931,0.765,275493,-15.147,0.574,0,1,40,2016-12-09,45fFrwMq6sPP5P4k1qqFi7
2336,The Avener,Fade Out Lines - The Avener Rework,1ubVPccf8Vb9mL0XYpVpCV,0.731,0.101,119.011,0.0325,0.0163,0.0926,0.876,276600,-5.833,0.699,0,1,64,2015-02-20,0e6qzpphJHtObTSwD75mi0
2337,Kutiman,Inner Galactic Lovers,7aNt7X2a5jF08TdNweHFdM,0.704,0.157,109.987,0.0297,0.339,0.0186,0.678,268627,-6.895,0.151,0,5,37,2015-10-16,0sDJfnuudhMaEmFPvALK2e
2338,MEDUZA,Born To Love (feat. SHELLS),7cX5H82DTZ5iHRLbewBEBd,0.856,0.231,121.99,0.0338,0.0305,0.0597,0.722,162295,-6.392,0.827,0,1,63,2020-02-14,0xRXCcSX89eobfrshSVdyu
2339,Jaded,Need Me,0xz0O4CYQqtITLNFoNY5nQ,0.802,0.125,126.961,0.0475,0.00377,0.0728,0.638,213125,-6.823,0.356,0,4,22,2020-03-06,6tCJN1fQNdFCEaOa8Da9Wf
2340,RÜFÜS DU SOL,Lost in My Mind,2LcQebtolx6SwZS4zeHWWt,0.827,0.104,119.969,0.0354,0.00962,0.000682,0.575,260664,-5.576,0.286,1,6,56,2018-10-19,5Pb27ujIyYb33zBqVysBkj
2341,Tchami,Shades,6U0GYSiAsb9bYvuOzQJLoq,0.748,0.109,120.021,0.0812,0.0961,2.01e-05,0.629,218000,-6.513,0.173,1,5,60,2018-10-04,1KpCi9BOfviCVhmpI4G2sY
2342,RÜFÜS DU SOL,All I've Got,1LqcIO6jY4XEsObcuU5YiJ,0.686,0.456,121.012,0.0311,0.0359,0.0108,0.645,223387,-6.952,0.199,1,0,54,2018-10-19,5Pb27ujIyYb33zBqVysBkj
2343,Ben Böhmer,Run Away,4l8fwDaGkOWJqvNacpcBTo,0.837,0.0982,121.99,0.044,0.0356,0.434,0.552,262250,-7.825,0.0795,1,5,57,2021-01-20,5tDjiBYUsTqzd0RkTZxK7u
2344,Be Svendsen,Andromeda,4pKcy4dZzal1PTAOBGWr8N,0.609,0.0572,114.005,0.0613,0.074,0.762,0.795,406117,-10.536,0.595,1,10,47,2018-10-19,4BaLB5aiExO29BEGVUisru
2345,Lost Frequencies,Sun Is Shining,2AbhqUAK0wukEWyb61jqNN,0.852,0.108,121.985,0.0341,0.00681,0.021,0.619,189243,-7.096,0.209,1,1,51,2019-08-09,7f5Zgnp2spUuuzKplmRkt7
2347,WhoMadeWho,Abu Simbel,1Y3yJHrBkkfj3GZKv1MVhF,0.705,0.179,117.991,0.0335,0.0166,0.797,0.443,226653,-8.673,0.073,0,0,65,2021-03-04,50Lr1puweM1hFsF1LpIZLM
2348,Emmanuel Jal,Kuar - FNX Omar Remix,3HFFBfoTdd0TOlvMgq3Lzc,0.957,0.0738,122.009,0.0511,0.0512,0.83,0.819,400322,-6.95,0.542,0,3,46,2018-09-28,2yWskGGwMOlBGeIAVgfsgm
2349,CamelPhat,Cola,1HrMWH5GUdK6Yi94rbANJA,0.74,0.135,122.007,0.0325,0.0245,0.512,0.706,223869,-7.904,0.444,1,6,70,2017-06-16,240wlM8vDrf6S4zCyzGj2W
2350,Giolì & Assia,Inside Your Head,6iRSsdRMHkkJfAqT4Zg5oM,0.716,0.382,124.977,0.045,0.465,0.124,0.609,253440,-6.871,0.0866,0,11,54,2019-05-31,6mM9a86Nrw0y7f9MaJGbpU
2351,Hayden James,Favours,4paNNGZD8qM134qqdiCEeI,0.674,0.174,118.038,0.0429,0.117,0.00141,0.773,234744,-7.131,0.616,0,9,57,2019-06-14,4csQIMQm6vI2A2SCVDuM2z
2352,Antoine Cara,Travelers,7g0E8PZTeRA6NghamzQHfc,0.674,0.122,118.023,0.0451,0.736,0.474,0.793,264407,-10.634,0.346,0,5,41,2020-11-13,4sHxN0TiHnkwK3YNIdTkMm
2353,RÜFÜS DU SOL,Solace,0hCjFmHUi6BtJO6FjYgDYf,0.282,0.0599,139.128,0.0284,0.721,0.000338,0.297,217427,-11.134,0.155,1,0,53,2018-10-19,5Pb27ujIyYb33zBqVysBkj
2359,Hayden James,Between Us,17m9ovS0DuwEcq0clVRwdG,0.718,0.0829,119.949,0.0312,0.0266,0.0552,0.626,323276,-6.996,0.199,0,11,44,2019-06-14,4csQIMQm6vI2A2SCVDuM2z
2362,Kanye West,Pt. 2,1Wsbr1d2BouNGk2q92mIj7,0.752,0.787,145.076,0.333,0.552,0.0,0.674,130293,-4.073,0.236,1,11,68,2016-06-10,5K4W6rqBFWDnAN6FQUkS6x
2378,Lil Baby,Voice of the Heroes,3G4hhTd2oq8rPgW28rmWzo,0.661,0.16,82.988,0.261,0.173,0.0,0.754,209299,-6.811,0.313,1,0,9,2021-12-06,0LyfQWJT6nXafLPZqxe9Of
2379,Lil Baby,Off White VLONE (Lil Baby & Gunna feat. Lil Durk & NAV),6PoKfDY78ih5OveWirggRX,0.506,0.113,140.973,0.418,0.105,0.0,0.859,187465,-8.115,0.153,0,10,64,2018-10-05,5f7VJjfbwm532GiveGC0ZK
2382,Daft Punk,Aerodynamic - Daft Punk Remix,37YWwmlRl1GonSwjRuOiEq,0.928,0.111,122.892,0.0733,0.413,0.572,0.568,370987,-6.071,0.181,0,11,53,2003-12-01,4tZwfgrHOc3mvqYlEYSvVi
2383,Metro Boomin,Dreamcatcher (feat. Swae Lee & Travis Scott),22ykS8KWpd2r4zcRZ0XMK5,0.23,0.104,173.962,0.204,0.191,0.0,0.675,211920,-10.363,0.101,0,1,66,2018-11-06,0iEtIxbK0KxaSlF7G42ZOp
2384,Rilès,JUVENILE,3UPhUkl6fceW8YZwjQyX7L,0.324,0.103,109.244,0.253,0.438,0.0,0.609,148000,-12.161,0.607,0,11,43,2021-05-16,6pdcQa7by8IKuoVXvgknlI
2386,Big Sean,No Favors,1MksGqIztTT6M9R1ErKVs8,0.781,0.413,57.967,0.411,0.629,2.87e-06,0.482,325840,-5.334,0.336,1,11,59,2017-02-03,0c173mlxpT3dSFRgMO8XPh
2387,Lil Baby,Hats Off (feat. Travis Scott),4lUmnwRybYH7mMzf16xB0y,0.65,0.14,133.997,0.337,0.138,0.0,0.596,257428,-5.167,0.188,1,9,77,2021-06-04,5f7VJjfbwm532GiveGC0ZK
2388,Roddy Ricch,late at night,1fxYz1s15pyZLsJT0Hdh1m,0.403,0.138,98.54,0.41,0.343,0.0,0.643,174682,-11.254,0.111,0,1,80,2021-06-04,757aE44tKEUQEqRuT6GnEB
2389,Ty Dolla $ign,I Won,3cyiLfw6V0Vz5WxUOMEex6,0.788,0.114,140.993,0.174,0.272,0.0,0.762,175640,-4.087,0.672,0,9,68,2021-06-04,7c0XG5cIJTrrAgEC3ULPiq
2390,21 Savage,BETRAYED,5sxq1iFhvcqSbS86Cws8aj,0.648,0.0972,141.023,0.0649,0.000142,0.0,0.718,192204,-6.808,0.0944,0,5,62,2021-06-04,0LyfQWJT6nXafLPZqxe9Of
2391,21 Savage,No Heart,4gmmRb6bZJffOOiww1JGTO,0.444,0.173,140.063,0.384,0.136,6.44e-05,0.906,235040,-8.692,0.678,0,4,74,2016-07-15,1URnnhqYAYcrqrcwql10ft
2392,Lil Baby,Who I Want,3vJKLsUYcC7mARUTOMUPaJ,0.561,0.123,145.928,0.083,0.14,0.0,0.77,173208,-4.97,0.81,0,10,67,2021-06-04,5f7VJjfbwm532GiveGC0ZK
2393,Lil Baby,Still Hood,1huoY7hw3hGVGfuPPe9y8P,0.701,0.116,137.951,0.21,0.0821,0.0,0.742,195064,-5.92,0.178,1,1,63,2021-06-04,5f7VJjfbwm532GiveGC0ZK
2416,Sima Noon,סים סימה,3lftzZYR2StRAVhIUQUzg0,0.663,0.116,91.959,0.262,0.00858,0.175,0.773,158133,-8.639,0.447,0,6,24,2020-02-13,2DMdTMjbXXHnlhsnJ9UJyz
2417,Pi’erre Bourne,Sossboy 2 (feat. Lil Uzi Vert),7J0xf4SU1GNWJu2rtFD14T,0.635,0.228,153.07,0.165,0.153,1.5e-05,0.716,226918,-7.629,0.261,0,10,55,2021-06-11,3x3jSlhyv5CiCZDZlaTq0M
2418,Migos,Having Our Way (feat. Drake),2NM0qHzx4Ohy8iXHEEgwlO,0.538,0.0945,125.983,0.116,0.0312,0.0,0.927,278191,-3.917,0.221,1,1,72,2021-06-11,6oMuImdp5ZcFhWP0ESe6mG
2419,Migos,What You See (feat. Justin Bieber),58H8cWvvaFLFg2g7SdOO44,0.798,0.13,77.516,0.0584,0.0841,0.0,0.701,179652,-5.123,0.672,0,7,60,2021-06-11,6oMuImdp5ZcFhWP0ESe6mG
2420,Migos,Malibu (feat. Polo G),3v1zVVdzNVNt7vmI9VG2gq,0.719,0.0675,155.038,0.235,0.514,0.0,0.831,248652,-6.836,0.859,1,10,65,2021-06-11,6oMuImdp5ZcFhWP0ESe6mG
2421,Migos,Mahomes,16g0KbmQyBBt7wV8gr7SxA,0.508,0.0736,112.015,0.188,0.173,0.0,0.894,308310,-8.436,0.719,0,1,54,2021-06-11,6oMuImdp5ZcFhWP0ESe6mG
2422,Migos,Light It Up (feat. Pop Smoke),5rIjbX7rQMj8Gh9Oxd4Vrc,0.639,0.132,142.988,0.226,0.414,0.0,0.793,269249,-6.476,0.596,0,7,65,2021-06-11,6oMuImdp5ZcFhWP0ESe6mG
2423,Migos,Antisocial (feat. Juice WRLD),3lakLxKgelrvKBTyGwDXhX,0.39,0.121,140.033,0.0491,0.784,0.0,0.667,262340,-10.687,0.528,0,5,62,2021-06-11,6oMuImdp5ZcFhWP0ESe6mG
2424,Migos,T-Shirt,7KOlJ92bu51cltsD9KU5I7,0.687,0.158,139.023,0.217,0.242,0.0,0.865,242407,-3.744,0.486,0,10,69,2017-01-27,6oMuImdp5ZcFhWP0ESe6mG
2426,Kool & The Gang,Celebration,3K7Q9PHUWPTaknlbFPThn2,0.664,0.0767,121.632,0.0524,0.145,0.0483,0.885,298867,-11.795,0.906,1,1,74,1980-09-29,3VNITwohbvU5Wuy5PC6dsI
2449,Migos,Time For Me,0hfaWJEQfbiX7PnZNAzN1r,0.51,0.332,87.417,0.327,0.131,0.0,0.57,239316,-9.668,0.315,0,8,57,2021-06-11,6oMuImdp5ZcFhWP0ESe6mG
2450,Migos,Straightenin,6ZUe8JO87PMd8XqPLTWXvE,0.629,0.152,135.976,0.102,0.0318,0.0,0.847,255532,-5.81,0.109,1,9,9,2021-12-06,0LyfQWJT6nXafLPZqxe9Of
2501,Stormzy,Vossi Bop,5DXKtoZLm31msT7tNGNHLG,0.653,0.129,188.115,0.339,0.13,0.00116,0.682,196267,-6.062,0.428,1,8,69,2019-12-13,2SrSdSvpminqmStGELCSNd
2539,Johnny Yukon,Snooze (feat. Cousin Stizz),1LQMWoh2mSnEgQo2mClfiC,0.39,0.105,77.494,0.254,0.55,2.38e-06,0.889,196645,-6.644,0.336,0,6,44,2018-05-04,4fLF7NyMYLaMxUmZCSp5ex
2540,Armani White,Danny Mac,401shwvrPTIT1fGPIMH70W,0.761,0.127,96.962,0.299,0.0269,0.0,0.775,211546,-5.11,0.347,1,2,32,2020-12-04,2qAwMsiIjTzlmfAkXKvhVA
2589,DaBaby,Ball If I Want To,0cu0rhnlCnJ7JIeHRiLpj3,0.669,0.0728,139.949,0.457,0.161,0.0,0.902,112547,-5.049,0.628,1,1,80,2021-06-18,4r63FhuTkUYltbVAg5TQnk
2590,The Beach Boys,Big Sur,1TU1G2tU6nvIWomQyPPJB4,0.472,0.169,101.572,0.0245,0.305,1.47e-06,0.537,155480,-13.46,0.866,1,2,46,2021-08-27,3oDbviiivRWhXwIE8hxkVV
2592,Kanye West,Flashing Lights,31I3Rt1bPa2LrE74DdNizO,0.628,0.386,90.482,0.0399,0.0381,0.0,0.639,237507,-7.578,0.43,0,6,82,2007-09-11,5K4W6rqBFWDnAN6FQUkS6x
2593,Kanye West,Devil In A New Dress,1UGD3lW3tDmgZfAVDh6w7r,0.76,0.158,80.082,0.0721,0.0175,0.0,0.435,351947,-4.935,0.206,0,8,78,2010-11-22,5K4W6rqBFWDnAN6FQUkS6x
2594,Kanye West,Hold My Liquor,5nIu0VwPOsjkF61zfevLKh,0.322,0.115,106.976,0.0333,0.0194,7.72e-06,0.497,326947,-10.358,0.04,1,8,67,2013-06-18,5K4W6rqBFWDnAN6FQUkS6x
2619,Busy Signal,Da Style Deh,6FgGwLzg6KloTYiX3q2Yg1,0.828,0.073,125.916,0.346,0.216,0.0,0.818,156973,-5.853,0.737,1,1,24,2009-11-20,7of7Lkv8YpBfuD2W3uDXIo
2620,Rod Lee,Latin Groove,5HqxgiWv2CcPp2BgjJCEs5,0.498,0.205,131.856,0.379,0.00352,0.0,0.883,107400,-14.188,0.731,0,6,16,2008,6h8bL2vqsdM7kLYjsHuU7w
2622,Dylan Joshua,8-BIT,6XLoxr3Vgw7gGUtkuesfCs,0.719,0.0723,162.008,0.142,0.0148,0.0557,0.793,189000,-4.659,0.383,1,4,44,2020-06-10,5OD01TkUU33QB6NqdrMf3O
2623,SahBabii,Gates to the Sun (POLLEN Singles),6EG0w98d2S1u1copDAHDqP,0.459,0.143,143.948,0.236,0.386,0.0123,0.717,135748,-11.101,0.373,1,4,59,2020-09-16,7GuUYiGZOzQwq4L6gAfy1T
2625,WDNG Crshrs,Combination,33gLJdN5yD4U5SgunuQOzT,0.406,0.172,148.164,0.452,0.189,0.0,0.702,229120,-13.493,0.74,1,11,49,2015-02-14,552SWmdxvYk7tpaizbQlhO
2626,Pa Salieu,Glidin’ (feat. slowthai),5zOqYPTcgiTAZfnKUbaNSf,0.767,0.15,110.076,0.302,0.173,0.0,0.875,197507,-4.109,0.941,1,9,61,2021-06-03,290nCNEce1y6rfoJiO2rK7
2627,Lil Baby,That's Facts,6dug6dIV40JMz2myhafHrm,0.577,0.0602,137.032,0.319,0.0843,0.0,0.884,218611,-4.716,0.854,1,1,64,2021-06-04,5f7VJjfbwm532GiveGC0ZK
2628,¿Téo?,The Most,28K1weUTBUawkdH4fMWxPl,0.457,0.136,130.047,0.211,0.106,0.00132,0.65,119667,-10.093,0.208,0,11,47,2021-06-11,0jsnWH4QCKcAMpR7vEhh9u
